seq	rf	ada	mlp	ens
a/swine/iowa/a01480656/2014.a/swine/iowa/a01729543/2016	1.3	1.3	1.2	1.2
a/swine/iowa/a01480656/2014.a/swine/nebraska/a01478775/2015	0.5	0.5	0.5	0.5
a/swine/iowa/a01480656/2014.a/swine/illinois/a01555638/2015	2.1	1.9	2.1	2.0
a/swine/missouri/a01410819/2014.a/bangkok/01/1979	0.7	0.8	0.5	0.6
a/swine/missouri/a01410819/2014.a/fujian/411/2002	3.6	3.6	3.3	3.5
a/swine/missouri/a01410819/2014.a/wisconsin/67/2005	2.4	2.3	2.0	2.3
a/swine/missouri/a01410819/2014.a/brisbane/10/2007	1.0	1.1	1.1	1.1
a/swine/missouri/a01410819/2014.a/perth/16/2009	1.4	1.5	1.5	1.5
a/swine/missouri/a01410819/2014.a/victoria/361/2011	1.0	1.1	0.9	1.0
a/swine/missouri/a01410819/2014.a/hongkong/4801/2014	1.3	1.2	1.2	1.2
a/swine/missouri/a01410819/2014.a/swine/missouri/a01410819/2014	0.0	0.0	0.0	0.0
a/swine/missouri/a01410819/2014.a/swine/ohio/16tosu4788/2016	1.0	1.0	1.1	1.0
a/swine/missouri/a01410819/2014.a/swine/oklahoma/a02218157/2017	0.6	0.6	0.3	0.5
a/swine/missouri/a01410819/2014.a/swine/texas/4199-2/1998	2.0	2.1	2.1	2.1
a/swine/missouri/a01410819/2014.a/swine/indiana/a01729045/2016	0.6	1.1	0.8	0.8
a/swine/missouri/a01410819/2014.a/swine/alberta/sd0038/2014	0.3	0.5	1.0	0.6
a/swine/missouri/a01410819/2014.a/swine/denmark/15164-1-p1/2014	2.2	2.3	2.2	2.2
a/swine/missouri/a01410819/2014.a/swine/mexico/8630459/2011	2.1	2.6	2.3	2.3
a/swine/missouri/a01410819/2014.a/swine/mexico/985778/2013	1.9	1.7	1.2	1.6
a/swine/missouri/a01410819/2014.a/swine/mexico/avx57/2013	2.1	2.4	2.2	2.2
a/swine/missouri/a01410819/2014.a/swine/mexico/avx53/2013	1.4	1.1	0.8	1.1
a/swine/missouri/a01410819/2014.a/turkey/ohio/313053/2004	2.2	2.5	2.4	2.3
a/swine/missouri/a01410819/2014.a/swine/mexico/avx26/2012	2.1	1.9	1.4	1.8
a/swine/missouri/a01410819/2014.a/swine/mexico/avx15/2012	2.7	2.5	2.0	2.4
a/swine/missouri/a01410819/2014.a/moscow/10/1999	3.4	3.3	3.6	3.4
a/swine/missouri/a01410819/2014.a/shanghai/11/1987	1.5	1.8	1.6	1.6
a/swine/missouri/a01410819/2014.a/sichuan/02/1987	2.0	2.1	2.1	2.1
a/swine/missouri/a01410819/2014.a/swine/michigan/a01104095/2016	2.2	2.3	2.1	2.2
a/swine/missouri/a01410819/2014.a/beijing/353/1989	2.0	2.2	1.9	2.0
a/swine/missouri/a01410819/2014.a/sydney/5/1997	1.7	1.6	1.7	1.7
a/swine/missouri/a01410819/2014.a/texas/1/1977	2.0	2.2	1.3	1.8
a/swine/missouri/a01410819/2014.a/philippines/2/1982	0.3	0.2	0.1	0.1
a/swine/missouri/a01410819/2014.a/leningrad/360/1986	1.1	0.9	0.4	0.8
a/swine/missouri/a01410819/2014.a/swine/texas/4199-1/1998	2.0	2.1	2.1	2.1
a/swine/missouri/a01410819/2014.a/swine/colorado/23619/1999	2.7	2.9	3.2	3.0
a/swine/missouri/a01410819/2014.a/swine/minnesota/1146/2006	2.1	2.6	2.3	2.3
a/swine/missouri/a01410819/2014.a/swine/iowa/1700/2007	2.2	2.5	2.4	2.3
a/swine/missouri/a01410819/2014.a/swine/indiana/a00968373/2012	2.2	2.2	2.0	2.1
a/swine/missouri/a01410819/2014.a/swine/illinois/a01201606/2011	1.2	1.2	1.0	1.1
a/wuhan/359/1995.a/bangkok/01/1979	0.3	0.4	0.3	0.3
a/wuhan/359/1995.a/beijing/32/1992	0.0	0.3	0.6	0.3
a/wuhan/359/1995.a/fujian/411/2002	0.0	0.3	0.1	0.1
a/wuhan/359/1995.a/wisconsin/67/2005	3.5	3.6	3.7	3.6
a/wuhan/359/1995.a/brisbane/10/2007	1.2	1.1	1.8	1.4
a/wuhan/359/1995.a/perth/16/2009	0.9	0.8	0.7	0.8
a/wuhan/359/1995.a/switzerland/9715293/2013	1.3	1.1	0.9	1.1
a/wuhan/359/1995.a/hongkong/4801/2014	0.3	0.2	0.1	0.2
a/wuhan/359/1995.a/swine/newyork/a01104005/2011	1.3	1.4	0.7	1.1
a/wuhan/359/1995.a/swine/iowa/a01480656/2014	1.1	1.0	1.7	1.3
a/wuhan/359/1995.a/swine/missouri/a01476459/2012	0.8	0.7	0.5	0.7
a/wuhan/359/1995.a/swine/ohio/a01354299/2017	0.7	0.4	0.4	0.5
a/wuhan/359/1995.a/wuhan/359/1995	0.0	0.0	0.0	0.0
a/wuhan/359/1995.a/swine/texas/4199-2/1998	1.8	2.1	1.7	1.9
a/wuhan/359/1995.a/swine/minnesota/02782/2009	0.7	0.7	1.0	0.8
a/wuhan/359/1995.a/swine/indiana/a01729045/2016	0.9	0.9	0.8	0.9
a/wuhan/359/1995.a/swine/nebraska/a01567651/2015	0.2	0.3	0.1	0.1
a/wuhan/359/1995.a/swine/alberta/sd0038/2014	1.2	1.2	0.1	0.8
a/wuhan/359/1995.a/swine/alberta/sd0049/2014	1.1	1.0	0.8	1.0
a/wuhan/359/1995.a/swine/saskatchewan/sd0059/2014	3.4	3.3	3.4	3.4
a/wuhan/359/1995.a/swine/saskatchewan/sd0065/2014	1.3	0.9	0.6	0.9
a/wuhan/359/1995.a/swine/saskatchewan/sd0069/2015	0.1	0.2	0.2	0.0
a/wuhan/359/1995.a/swine/mexico/8630565/2011	0.7	0.3	0.4	0.5
a/wuhan/359/1995.a/swine/mexico/8630459/2011	0.6	0.6	0.6	0.6
a/wuhan/359/1995.a/swine/mexico/9890611/2013	1.3	1.1	0.9	1.1
a/wuhan/359/1995.a/swine/mexico/84706352130/2015	1.0	0.9	1.0	1.0
a/wuhan/359/1995.a/swine/mexico/985778/2013	1.3	1.2	1.3	1.3
a/wuhan/359/1995.a/swine/mexico/avx36/2012	0.4	0.0	0.1	0.2
a/wuhan/359/1995.a/swine/mexico/avx57/2013	0.9	0.7	1.2	0.9
a/wuhan/359/1995.a/swine/mexico/avx53/2013	0.2	0.3	0.4	0.3
a/wuhan/359/1995.a/turkey/ohio/313053/2004	1.1	1.1	1.4	1.2
a/wuhan/359/1995.a/swine/mexico/avx26/2012	1.6	1.6	1.6	1.6
a/wuhan/359/1995.a/swine/mexico/avx15/2012	0.5	0.5	0.1	0.4
a/wuhan/359/1995.a/moscow/10/1999	1.4	1.1	1.5	1.3
a/wuhan/359/1995.a/shanghai/11/1987	2.0	2.0	2.0	2.0
a/wuhan/359/1995.a/sichuan/02/1987	0.7	0.8	0.9	0.8
a/wuhan/359/1995.a/portchalmers/1/1973	0.7	0.7	0.6	0.3
a/wuhan/359/1995.a/swine/michigan/a01104095/2016	0.2	0.3	0.4	0.3
a/wuhan/359/1995.a/beijing/353/1989	0.9	0.5	0.8	0.7
a/wuhan/359/1995.a/sydney/5/1997	3.1	2.8	2.3	2.8
a/wuhan/359/1995.a/texas/1/1977	0.7	0.6	0.7	0.7
a/wuhan/359/1995.a/philippines/2/1982	1.3	1.7	1.6	1.5
a/wuhan/359/1995.a/leningrad/360/1986	0.2	0.0	0.5	0.2
a/wuhan/359/1995.a/swine/texas/4199-1/1998	2.6	2.9	2.5	2.7
a/wuhan/359/1995.a/swine/colorado/23619/1999	0.1	0.1	0.1	0.1
a/wuhan/359/1995.a/swine/minnesota/1146/2006	1.0	1.0	1.0	1.0
a/wuhan/359/1995.a/swine/iowa/1700/2007	1.0	1.0	1.0	1.0
a/wuhan/359/1995.a/swine/minnesota/2782/2009	0.3	0.3	0.6	0.4
a/wuhan/359/1995.a/swine/illinois/02970/2009	1.3	1.5	1.7	1.5
a/wuhan/359/1995.a/swine/pennsylvania/a01076777/2010	1.4	1.4	1.4	1.4
a/wuhan/359/1995.a/indiana/8/2011	1.8	1.4	1.1	1.4
a/wuhan/359/1995.a/swine/indiana/a00968373/2012	0.6	0.7	0.8	0.7
a/wuhan/359/1995.a/swine/illinois/a01241469/2012	0.3	0.3	0.4	0.3
a/wuhan/359/1995.a/swine/michigan/a01259000/2012	0.8	0.7	0.6	0.7
a/wuhan/359/1995.a/swine/indiana/a01202866/2011	0.8	0.9	0.8	0.8
a/wuhan/359/1995.a/swine/iowa/a01202613/2011	1.3	0.9	0.6	0.9
a/wuhan/359/1995.a/swine/iowa/a01203196/2012	1.3	1.7	2.0	1.7
a/wuhan/359/1995.a/swine/iowa/a01049750/2011	1.0	1.0	1.0	1.0
a/wuhan/359/1995.a/swine/texas/a01049914/2011	0.7	1.1	1.0	0.9
a/wuhan/359/1995.a/swine/illinois/a01241066/2012	0.9	1.3	1.2	1.1
a/wuhan/359/1995.a/swine/nebraska/a01241171/2012	1.3	1.7	2.0	1.7
a/wuhan/359/1995.a/swine/iowa/a01203121/2012	0.2	0.3	0.4	0.3
a/wuhan/359/1995.a/swine/iowa/a01300195/2012	1.9	2.0	1.3	1.7
a/wuhan/359/1995.a/swine/minnesota/a01125993/2012	0.3	0.7	1.0	0.7
a/wuhan/359/1995.a/swine/iowa/a01290671/2013	1.4	1.3	1.2	1.3
a/wuhan/359/1995.a/swine/illinois/a01555180/2014	1.9	2.0	1.3	1.7
a/wuhan/359/1995.a/swine/illinois/a01240784/2012	0.6	0.3	0.5	0.5
a/wuhan/359/1995.a/swine/illinois/a01327868/2012	1.0	1.3	1.1	1.1
a/wuhan/359/1995.a/swine/illinois/a01493027/2014	1.9	2.3	2.2	2.1
a/wuhan/359/1995.a/swine/illinois/a01475273/2014	2.2	2.3	1.9	2.1
a/wuhan/359/1995.a/swine/illinois/a01503899/2014	1.1	1.1	0.7	1.0
a/wuhan/359/1995.a/swine/illinois/a01489882/2015	3.0	3.0	1.7	2.6
a/wuhan/359/1995.a/swine/illinois/a01502036/2014	4.2	4.1	3.9	4.1
a/wuhan/359/1995.a/swine/wyoming/a01445305/2013	3.1	3.1	2.7	3.0
a/wuhan/359/1995.a/swine/wyoming/a01397400/2013	0.1	0.3	0.2	0.2
a/wuhan/359/1995.a/swine/wyoming/a01444566/2013	3.1	3.1	3.0	3.1
a/wuhan/359/1995.a/swine/wyoming/a01381202/2013	1.1	1.1	1.0	1.1
a/wuhan/359/1995.a/swine/nebraska/a01493501/2014	0.1	0.3	0.2	0.2
a/wuhan/359/1995.a/swine/minnesota/a01366992/2014	0.5	0.5	0.1	0.4
a/wuhan/359/1995.a/swine/indiana/a01260466/2014	3.3	3.3	2.0	2.9
a/wuhan/359/1995.a/swine/north_carolina/a01410118/2014	1.2	1.6	1.9	1.6
a/wuhan/359/1995.a/swine/north_carolina/a01410709/2014	2.7	2.7	2.6	2.7
a/wuhan/359/1995.a/swine/iowa/a01501685/2014	3.2	3.3	2.9	3.1
a/wuhan/359/1995.a/swine/illinois/a01327903/2012	2.1	2.1	1.7	2.0
a/wuhan/359/1995.a/swine/illinois/a00843193/2014	2.2	2.3	2.4	2.3
a/wuhan/359/1995.a/swine/wyoming/a01444562/2013	2.7	2.7	2.6	2.7
a/wuhan/359/1995.a/swine/illinois/a02076652/2015	1.8	1.4	1.1	1.4
a/wuhan/359/1995.a/swine/iowa/a01733626/2016	1.3	1.3	0.0	0.9
a/wuhan/359/1995.a/swine/minnesota/a01365586/2013	1.0	0.9	1.0	1.0
a/wuhan/359/1995.a/swine/illinois/a01728585/2015	1.2	1.3	1.4	1.3
a/wuhan/359/1995.a/swine/illinois/a01462475/2015	1.3	1.7	1.6	1.5
a/wuhan/359/1995.a/swine/indiana/a01812162/2016	0.8	0.8	0.4	0.7
a/wuhan/359/1995.a/swine/illinois/a01475803/2014	0.7	0.7	0.6	0.7
a/wuhan/359/1995.a/swine/minnesota/a01480518/2014	0.7	0.9	0.8	0.8
a/wuhan/359/1995.a/swine/north_carolina/a01476722/2014	1.7	1.7	1.6	1.7
a/wuhan/359/1995.a/swine/indiana/a01260268/2013	2.2	2.3	2.4	2.3
a/wuhan/359/1995.a/swine/minnesota/a01049936/2011	0.3	0.5	0.7	0.5
a/wuhan/359/1995.a/swine/minnesota/a01277201/2012	0.0	0.3	0.1	0.1
a/wuhan/359/1995.a/swine/iowa/a01730108/2016	0.7	0.7	0.6	0.7
a/wuhan/359/1995.a/swine/minnesota/a01471950/2015	1.3	1.3	0.0	0.9
a/wuhan/359/1995.a/swine/oklahoma/a01776961/2016	0.4	0.3	0.7	0.5
a/wuhan/359/1995.a/swine/north_carolina/a01732564/2016	0.5	0.5	0.1	0.4
a/wuhan/359/1995.a/swine/iowa/a01729543/2016	3.3	3.3	2.0	2.9
a/wuhan/359/1995.a/swine/nebraska/a01478775/2015	1.1	1.0	1.7	1.3
a/wuhan/359/1995.a/swine/illinois/a01555638/2015	0.9	0.9	1.0	0.9
a/swine/texas/4199-2/1998.a/hongkong/4801/2014	1.0	0.9	0.8	0.9
a/swine/texas/4199-2/1998.a/swine/newyork/a01104005/2011	1.6	1.5	1.4	1.5
a/swine/texas/4199-2/1998.a/swine/iowa/a01480656/2014	3.0	2.9	2.8	2.9
a/swine/texas/4199-2/1998.a/swine/missouri/a01476459/2012	1.5	1.0	1.4	1.3
a/swine/texas/4199-2/1998.a/swine/missouri/a01410819/2014	1.3	1.4	1.3	1.3
a/swine/texas/4199-2/1998.a/swine/ohio/a01354299/2017	2.3	2.6	2.9	2.6
a/swine/texas/4199-2/1998.a/swine/oklahoma/a02218157/2017	0.6	0.7	0.6	0.6
a/swine/texas/4199-2/1998.a/wuhan/359/1995	0.8	1.0	0.8	0.9
a/swine/texas/4199-2/1998.a/swine/texas/4199-2/1998	0.0	0.0	0.0	0.0
a/swine/texas/4199-2/1998.a/swine/minnesota/02782/2009	0.1	0.1	0.6	0.1
a/swine/texas/4199-2/1998.a/swine/indiana/a01729045/2016	2.1	2.1	1.8	2.0
a/swine/texas/4199-2/1998.a/swine/nebraska/a01567651/2015	1.3	1.1	1.2	1.2
a/swine/texas/4199-2/1998.a/swine/alberta/sd0038/2014	1.6	1.1	1.5	1.4
a/swine/texas/4199-2/1998.a/swine/alberta/sd0049/2014	0.0	0.5	0.1	0.2
a/swine/texas/4199-2/1998.a/swine/saskatchewan/sd0059/2014	3.2	3.2	2.9	3.1
a/swine/texas/4199-2/1998.a/swine/saskatchewan/sd0065/2014	4.0	4.0	3.8	3.9
a/swine/texas/4199-2/1998.a/swine/saskatchewan/sd0069/2015	0.1	0.2	0.4	0.2
a/swine/texas/4199-2/1998.a/swine/denmark/15164-1-p1/2014	0.8	1.1	1.4	1.1
a/swine/texas/4199-2/1998.a/swine/mexico/8630565/2011	1.0	0.9	0.8	0.9
a/swine/texas/4199-2/1998.a/swine/mexico/8630459/2011	0.9	1.1	1.2	1.1
a/swine/texas/4199-2/1998.a/swine/mexico/9890611/2013	2.5	2.7	2.3	2.5
a/swine/texas/4199-2/1998.a/swine/mexico/84706352130/2015	0.9	0.8	0.8	0.8
a/swine/texas/4199-2/1998.a/swine/mexico/985778/2013	0.9	0.8	0.8	0.8
a/swine/texas/4199-2/1998.a/swine/mexico/avx36/2012	2.0	1.9	1.8	1.9
a/swine/texas/4199-2/1998.a/swine/mexico/avx57/2013	1.3	1.2	1.2	1.2
a/swine/texas/4199-2/1998.a/swine/mexico/avx53/2013	0.8	0.4	0.7	0.7
a/swine/texas/4199-2/1998.a/turkey/ohio/313053/2004	1.4	1.3	0.9	1.2
a/swine/texas/4199-2/1998.a/swine/mexico/avx26/2012	0.2	0.3	0.3	0.3
a/swine/texas/4199-2/1998.a/swine/mexico/avx15/2012	1.4	1.4	1.6	1.5
a/swine/texas/4199-2/1998.a/swine/colorado/23619/1999	2.0	2.1	2.1	2.1
a/swine/minnesota/02782/2009.a/switzerland/9715293/2013	1.2	1.7	1.4	1.4
a/swine/minnesota/02782/2009.a/hongkong/4801/2014	1.3	1.6	1.1	1.3
a/swine/minnesota/02782/2009.a/swine/newyork/a01104005/2011	0.6	0.6	0.7	0.6
a/swine/minnesota/02782/2009.a/swine/iowa/a01480656/2014	0.4	0.3	0.5	0.4
a/swine/minnesota/02782/2009.a/swine/missouri/a01476459/2012	1.0	1.1	0.9	1.0
a/swine/minnesota/02782/2009.a/swine/missouri/a01410819/2014	0.7	1.0	0.5	0.7
a/swine/minnesota/02782/2009.a/swine/ohio/a01354299/2017	1.9	1.7	1.6	1.7
a/swine/minnesota/02782/2009.a/swine/oklahoma/a02218157/2017	0.3	0.6	0.1	0.3
a/swine/minnesota/02782/2009.a/wuhan/359/1995	1.1	0.9	1.4	1.1
a/swine/minnesota/02782/2009.a/swine/texas/4199-2/1998	0.8	0.9	1.4	1.0
a/swine/minnesota/02782/2009.a/swine/minnesota/02782/2009	0.0	0.0	0.0	0.0
a/swine/minnesota/02782/2009.a/swine/indiana/a01729045/2016	2.0	2.0	2.2	2.1
a/swine/minnesota/02782/2009.a/swine/nebraska/a01567651/2015	0.3	0.1	0.6	0.3
a/swine/minnesota/02782/2009.a/swine/alberta/sd0038/2014	1.7	1.8	2.1	1.9
a/swine/minnesota/02782/2009.a/swine/alberta/sd0049/2014	0.9	0.7	1.1	0.9
a/swine/minnesota/02782/2009.a/swine/saskatchewan/sd0059/2014	0.4	0.3	0.3	0.3
a/swine/minnesota/02782/2009.a/swine/saskatchewan/sd0065/2014	0.3	0.1	0.0	0.1
a/swine/minnesota/02782/2009.a/swine/saskatchewan/sd0069/2015	1.6	1.7	1.5	1.6
a/swine/minnesota/02782/2009.a/swine/denmark/15164-1-p1/2014	0.7	0.6	0.2	0.4
a/swine/minnesota/02782/2009.a/swine/mexico/8630565/2011	1.8	1.9	1.7	1.8
a/swine/minnesota/02782/2009.a/swine/mexico/8630459/2011	1.3	1.5	1.4	1.4
a/swine/minnesota/02782/2009.a/swine/mexico/9890611/2013	1.7	1.4	1.0	1.4
a/swine/minnesota/02782/2009.a/swine/mexico/84706352130/2015	1.0	1.1	0.9	1.0
a/swine/minnesota/02782/2009.a/swine/mexico/985778/2013	0.6	0.7	0.5	0.6
a/swine/indiana/a01729045/2016.a/switzerland/9715293/2013	1.1	0.9	1.1	1.0
a/swine/indiana/a01729045/2016.a/hongkong/4801/2014	0.1	0.3	0.1	0.2
a/swine/indiana/a01729045/2016.a/swine/newyork/a01104005/2011	0.9	1.1	1.0	1.0
a/swine/indiana/a01729045/2016.a/swine/iowa/a01480656/2014	1.6	1.4	1.5	1.5
a/swine/indiana/a01729045/2016.a/swine/missouri/a01410819/2014	0.9	0.7	0.8	0.8
a/swine/indiana/a01729045/2016.a/swine/ohio/a01354299/2017	0.1	0.5	0.7	0.4
a/swine/indiana/a01729045/2016.a/swine/oklahoma/a02218157/2017	0.8	0.5	0.7	0.7
a/swine/indiana/a01729045/2016.a/wuhan/359/1995	0.2	0.4	0.4	0.3
a/swine/indiana/a01729045/2016.a/swine/texas/4199-2/1998	1.3	1.1	1.1	1.2
a/swine/indiana/a01729045/2016.a/swine/minnesota/02782/2009	2.0	2.3	2.2	2.2
a/swine/indiana/a01729045/2016.a/swine/indiana/a01729045/2016	0.0	0.0	0.0	0.0
a/swine/indiana/a01729045/2016.a/swine/nebraska/a01567651/2015	2.1	1.9	1.5	1.9
a/swine/indiana/a01729045/2016.a/swine/alberta/sd0038/2014	1.1	1.4	1.3	1.3
a/swine/indiana/a01729045/2016.a/swine/alberta/sd0049/2014	0.3	0.5	0.5	0.4
a/swine/indiana/a01729045/2016.a/swine/saskatchewan/sd0059/2014	1.1	1.3	1.7	1.4
a/swine/indiana/a01729045/2016.a/swine/saskatchewan/sd0065/2014	1.9	1.6	1.7	1.7
a/swine/indiana/a01729045/2016.a/swine/saskatchewan/sd0069/2015	1.6	1.6	1.7	1.7
a/swine/indiana/a01729045/2016.a/swine/denmark/15164-1-p1/2014	0.1	0.2	0.3	0.0
a/swine/alberta/sd0038/2014.a/swine/iowa/a01480656/2014	2.1	2.1	2.4	2.2
a/swine/alberta/sd0038/2014.a/swine/texas/4199-2/1998	3.8	3.3	3.8	3.6
a/swine/alberta/sd0038/2014.a/swine/alberta/sd0038/2014	0.0	0.0	0.0	0.0
a/swine/alberta/sd0038/2014.a/swine/saskatchewan/sd0059/2014	3.2	3.2	3.2	3.2
a/swine/alberta/sd0049/2014.a/swine/texas/4199-2/1998	3.2	2.6	3.3	3.0
a/swine/alberta/sd0049/2014.a/swine/indiana/a01729045/2016	2.2	2.4	2.4	2.3
a/swine/alberta/sd0049/2014.a/swine/alberta/sd0038/2014	1.3	1.2	1.8	1.4
a/swine/alberta/sd0049/2014.a/swine/alberta/sd0049/2014	0.0	0.0	0.0	0.0
a/swine/saskatchewan/sd0059/2014.a/swine/iowa/a01480656/2014	2.7	2.6	3.2	2.8
a/swine/saskatchewan/sd0059/2014.a/swine/texas/4199-2/1998	4.0	3.9	3.8	3.9
a/swine/saskatchewan/sd0059/2014.a/swine/saskatchewan/sd0059/2014	0.0	0.0	0.0	0.0
a/swine/saskatchewan/sd0065/2014.a/swine/newyork/a01104005/2011	3.1	3.1	3.2	3.2
a/swine/saskatchewan/sd0065/2014.a/swine/iowa/a01480656/2014	2.0	2.1	1.8	2.0
a/swine/saskatchewan/sd0065/2014.a/wuhan/359/1995	0.7	0.9	1.2	0.9
a/swine/saskatchewan/sd0065/2014.a/swine/texas/4199-2/1998	3.4	3.3	3.0	3.2
a/swine/saskatchewan/sd0065/2014.a/swine/minnesota/02782/2009	2.4	2.2	2.2	2.3
a/swine/saskatchewan/sd0065/2014.a/swine/indiana/a01729045/2016	1.5	1.7	1.8	1.7
a/swine/saskatchewan/sd0065/2014.a/swine/nebraska/a01567651/2015	3.2	3.2	3.2	3.2
a/swine/saskatchewan/sd0065/2014.a/swine/alberta/sd0038/2014	0.8	0.9	1.1	0.9
a/swine/saskatchewan/sd0065/2014.a/swine/alberta/sd0049/2014	1.6	1.5	1.7	1.6
a/swine/saskatchewan/sd0065/2014.a/swine/saskatchewan/sd0059/2014	1.3	1.4	1.6	1.4
a/swine/saskatchewan/sd0065/2014.a/swine/saskatchewan/sd0065/2014	0.0	0.0	0.0	0.0
a/swine/saskatchewan/sd0065/2014.a/swine/saskatchewan/sd0069/2015	2.2	2.4	2.7	2.4
a/swine/saskatchewan/sd0069/2015.a/swine/newyork/a01104005/2011	2.7	2.8	2.6	2.7
a/swine/saskatchewan/sd0069/2015.a/swine/iowa/a01480656/2014	1.9	2.1	2.1	2.0
a/swine/saskatchewan/sd0069/2015.a/swine/texas/4199-2/1998	2.6	2.7	2.7	2.7
a/swine/saskatchewan/sd0069/2015.a/swine/minnesota/02782/2009	2.5	2.7	2.4	2.5
a/swine/saskatchewan/sd0069/2015.a/swine/nebraska/a01567651/2015	2.0	2.1	2.4	2.2
a/swine/saskatchewan/sd0069/2015.a/swine/saskatchewan/sd0069/2015	0.0	0.0	0.0	0.0
a/turkey/ohio/313053/2004.a/swine/newyork/a01104005/2011	0.1	0.1	0.5	0.2
a/turkey/ohio/313053/2004.a/swine/iowa/a01480656/2014	0.5	0.3	0.2	0.3
a/turkey/ohio/313053/2004.a/wuhan/359/1995	0.7	0.9	0.4	0.7
a/turkey/ohio/313053/2004.a/swine/texas/4199-2/1998	0.1	0.2	0.2	0.1
a/turkey/ohio/313053/2004.a/swine/indiana/a01729045/2016	0.4	0.6	0.8	0.6
a/turkey/ohio/313053/2004.a/swine/nebraska/a01567651/2015	1.0	1.0	1.1	1.0
a/turkey/ohio/313053/2004.a/swine/mexico/avx36/2012	3.2	3.0	3.3	3.1
a/turkey/ohio/313053/2004.a/swine/mexico/avx57/2013	0.6	0.8	0.6	0.6
a/turkey/ohio/313053/2004.a/swine/mexico/avx53/2013	0.1	0.1	0.3	0.1
a/turkey/ohio/313053/2004.a/turkey/ohio/313053/2004	0.0	0.0	0.0	0.0
a/turkey/ohio/313053/2004.a/swine/mexico/avx26/2012	1.3	1.5	1.3	1.3
a/turkey/ohio/313053/2004.a/swine/mexico/avx15/2012	0.6	0.7	0.9	0.7
a/turkey/ohio/313053/2004.a/swine/minnesota/1146/2006	0.5	0.5	0.6	0.5
a/turkey/ohio/313053/2004.a/swine/indiana/a01260466/2014	0.9	0.9	1.0	0.9
a/turkey/ohio/313053/2004.a/swine/north_carolina/a01410118/2014	0.9	0.8	0.6	0.8
a/turkey/ohio/313053/2004.a/swine/north_carolina/a01410709/2014	0.8	0.6	0.5	0.6
a/turkey/ohio/313053/2004.a/swine/iowa/a01501685/2014	0.9	0.7	0.8	0.8
a/turkey/ohio/313053/2004.a/swine/illinois/a01327903/2012	1.2	1.3	1.5	1.3
a/turkey/ohio/313053/2004.a/swine/illinois/a00843193/2014	0.2	0.1	0.2	0.2
a/turkey/ohio/313053/2004.a/swine/wyoming/a01444562/2013	1.3	1.5	1.6	1.5
a/turkey/ohio/313053/2004.a/swine/indiana/a01260591/2014	2.1	2.4	1.9	2.1
a/turkey/ohio/313053/2004.a/swine/california/a01459016/2015	2.0	1.8	1.7	1.8
a/turkey/ohio/313053/2004.a/swine/minnesota/a01847477/2015	1.3	1.1	1.0	1.1
a/turkey/ohio/313053/2004.a/swine/illinois/a02076652/2015	0.8	0.7	0.5	0.7
a/turkey/ohio/313053/2004.a/swine/iowa/a01733626/2016	0.8	0.8	0.8	0.8
a/turkey/ohio/313053/2004.a/swine/minnesota/a01365586/2013	0.8	1.0	1.1	1.0
a/turkey/ohio/313053/2004.a/swine/iowa/a01432770/2013	2.7	2.5	2.4	2.5
a/turkey/ohio/313053/2004.a/swine/illinois/a01728585/2015	1.3	1.5	1.6	1.5
a/turkey/ohio/313053/2004.a/swine/illinois/a01462475/2015	1.3	1.1	1.0	1.1
a/turkey/ohio/313053/2004.a/swine/indiana/a01812162/2016	0.3	0.5	0.7	0.5
a/turkey/ohio/313053/2004.a/swine/illinois/a01475803/2014	1.2	1.3	1.5	1.3
a/turkey/ohio/313053/2004.a/swine/minnesota/a01480518/2014	2.2	2.2	2.1	2.2
a/turkey/ohio/313053/2004.a/swine/north_carolina/a01476722/2014	0.1	0.4	0.1	0.1
a/turkey/ohio/313053/2004.a/swine/indiana/a01260268/2013	1.9	2.0	1.9	1.9
a/turkey/ohio/313053/2004.a/swine/minnesota/a01049936/2011	0.1	0.0	0.3	0.1
a/turkey/ohio/313053/2004.a/swine/minnesota/a01277201/2012	3.4	3.6	3.3	3.5
a/turkey/ohio/313053/2004.a/swine/north_carolina/a01730588/2016	1.6	1.9	1.4	1.6
a/turkey/ohio/313053/2004.a/swine/iowa/a01730108/2016	0.9	0.8	0.6	0.8
a/turkey/ohio/313053/2004.a/swine/minnesota/a01471950/2015	2.0	2.0	2.1	2.0
a/turkey/ohio/313053/2004.a/swine/oklahoma/a01776961/2016	1.9	1.7	2.2	1.9
a/turkey/ohio/313053/2004.a/swine/north_carolina/a01732564/2016	0.3	0.5	0.7	0.5
a/turkey/ohio/313053/2004.a/swine/iowa/a01729543/2016	0.8	0.8	0.9	0.8
a/turkey/ohio/313053/2004.a/swine/nebraska/a01478775/2015	1.1	0.9	0.8	0.9
a/turkey/ohio/313053/2004.a/swine/illinois/a01555638/2015	0.9	1.0	0.9	0.9
a/moscow/10/1999.a/bangkok/01/1979	0.8	0.8	0.5	0.7
a/moscow/10/1999.a/beijing/32/1992	2.8	2.8	2.8	2.8
a/moscow/10/1999.a/fujian/411/2002	0.6	0.7	0.2	0.5
a/moscow/10/1999.a/wisconsin/67/2005	0.9	1.0	0.5	0.8
a/moscow/10/1999.a/brisbane/10/2007	1.8	1.8	1.8	1.8
a/moscow/10/1999.a/perth/16/2009	2.4	2.0	2.6	2.3
